ID,TIME,NAME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT
14,[2:41:17 PM], <Emilie-Harceleur>, wshhh elodie dit leur on a vu leur sal photo ,bully,OAG,victim,OTH,AIN,NULL
15,[2:41:44 PM], <Julie-Victime>," tu m'étonnes que vous l'avez vue,  c'est vous qu'il l'avez prises connasses",victim,OAG,bully/bully_support,NCG,DFN,ATK
16,[2:42:02 PM], <Anna-Soutien-Harceleur>, ftg grosse salope,bully_support,OAG,victim,OTH,ATK,DFN
17,[2:42:25 PM], <Julie-Victime>, tu sais dire d'autres choses à part ça ?,victim,CAG,bully_support,OTH,DFN,ATK
18,[2:42:48 PM], <Elodie-Soutien-Harceleur>, anna bebe t ou,bully_support,NAG,NULL,NULL,OTH,NULL
20,[2:42:52 PM], <Marie-Soutien-Victime>, ça se fait pas en plus de prendre en photos ,victim_support,NAG,NULL,NULL,CNS,ATK
21,[2:43:07 PM], <Elodie-Soutien-Harceleur>, mais cest des gouines ,bully_support,OAG,victim,NCG,ATK,CNS
22,[2:43:19 PM], <Emilie-Harceleur>, et toi tu sais que la vie c'est homme femme pas femme femme salope,bully,OAG,victim,OTH,ATK,CNS
23,[2:43:35 PM], <Julie-Victime>," on est pas gouines,  je lui tenais la main pour la réconforter y a quoi ? laissez-nous vivre",victim,NAG,NULL,NULL,CNS,ATK
24,[2:43:46 PM], <Anna-Soutien-Harceleur>, assume c pas compliquer,bully_support,NAG,NULL,NULL,OTH,CNS
25,[2:43:48 PM], <Elodie-Soutien-Harceleur>, bande de gouines,bully_support,OAG,victim,NCG,AIN,NULL
26,[2:43:54 PM], <Emilie-Harceleur>, la réconforter et lka galoche après,bully,NAG,NULL,NULL,OTH,CNS
27,[2:43:55 PM], <Anna-Soutien-Harceleur>, bande de crasseuse,bully_support,OAG,victim/victim_support,NCG,AIN,NULL
28,[2:43:55 PM], <Elodie-Soutien-Harceleur>, taimes lesfilles,bully_support,OAG,victim,DNG,AIN,NULL
29,[2:43:59 PM], <Julie-Victime>," y'a rien à assumer,  puisqu'y a r",victim,NAG,NULL,NULL,CNS,OTH
30,[2:44:00 PM], <Elodie-Soutien-Harceleur>, burk sa me degoute,bully_support,OAG,victim,DNG,AIN,NULL
31,[2:44:08 PM], <Julie-Victime>, mellez-vous de votre cul,victim,NAG,NULL,NULL,DFN,NULL
32,[2:44:09 PM], <Anna-Soutien-Harceleur>, assume que t'aime les filles c tout connasse,bully_support,OAG,victim,NCG,ATK,DFN
33,[2:44:13 PM], <Marie-Soutien-Victime>, elle etait juste en train de la rassurer cest rien ,victim_support,NAG,NULL,NULL,CNS,ATK
34,[2:44:17 PM], <Elodie-Soutien-Harceleur>, cul de crasseuse,bully_support,OAG,victim,NCG,AIN,NULL
35,[2:44:20 PM], <Anna-Soutien-Harceleur>, on fait ce qu'on veut grosse chienne,bully_support,OAG,victim,NCG,ATK,DFN
36,[2:44:36 PM], <Julie-Victime>, tg saloppe,victim,OAG,bully_support,OTH,DFN,ATK
37,[2:44:43 PM], <Elodie-Soutien-Harceleur>, marie tg,bully_support,OAG,victim_support,OTH,ATK,DFN
38,[2:44:50 PM], <Anna-Soutien-Harceleur>, grosse pute va,bully_support,OAG,victim,NCG,AIN,NULL
39,[2:44:55 PM], <Elodie-Soutien-Harceleur>, saloperie,bully_support,OAG,victim,DNG,AIN,NULL
40,[2:45:10 PM], <Anna-Soutien-Harceleur>, on dit que la vérité grosse pute,bully_support,OAG,victim,NCG,GSL,NULL
41,[2:45:12 PM], <Elodie-Soutien-Harceleur>, chienne que tes ont aimes pas les lesbienne ici,bully_support,OAG,victim,DNG,ATK,NULL
42,[2:45:13 PM], <Emilie-Harceleur>, bref venais on les vire de la classe c'est grosse crasseuse ,bully,OAG,victim/victim_support,OTH,ATK,NULL
43,[2:45:23 PM], <Elodie-Soutien-Harceleur>, qui les supp du groupe la,bully_support,OAG,victim/victim_support,OTH,ATK,NULL
44,[2:45:38 PM], <Anna-Soutien-Harceleur>, je vais les supprimer,bully_support,OAG,victim/victim_support,OTH,AIN,ATK
45,[2:45:38 PM], <Elodie-Soutien-Harceleur>, on veut pas de sa ici,bully_support,OAG,victim/victim_support,OTH,ATK,NULL
46,[2:45:45 PM], <Anna-Soutien-Harceleur>, grave pas de crasseuse,bully_support,OAG,victim,NCG,AIN,ATK
47,[2:45:47 PM], <Elodie-Soutien-Harceleur>, enfiiin,bully_support,NAG,NULL,NULL,OTH,NULL
48,[2:45:53 PM], <Anna-Soutien-Harceleur>, me degoute,bully_support,OAG,victim,DNG,AIN,NULL
49,[2:45:56 PM], <Elodie-Soutien-Harceleur>, burk bande de chienne,bully_support,OAG,victim/victim_support,NCG,AIN,NULL
50,[2:46:02 PM], <Arthur-Conciliateur>, c'est bon chacun fait ce qu'il veut aucune d'entre vous n'aimerait faire faire insulter alors pourquoi vous continuer,conciliator,NAG,NULL,NULL,CR,NULL
51,[2:46:10 PM], <Julie-Victime>, ça se voit vous êtes pas des potes si ça vous est jamais de réconforter votre pote,victim,NAG,NULL,NULL,CNS,ATK
52,[2:46:18 PM], <Elodie-Soutien-Harceleur>, on sen blkkkkk mais fort,bully_support,OAG,victim,OTH,ATK,CNS
53,[2:46:30 PM], <Anna-Soutien-Harceleur>, mais ftg,bully_support,OAG,victim,OTH,ATK,CNS
54,[2:46:37 PM], <Julie-Victime>, bah alors tais-toi et laisse-nous vivre,victim,NAG,NULL,NULL,DFN,ATK
55,[2:46:37 PM], <Anna-Soutien-Harceleur>, assume que t gouine c tout grosse pute va,bully_support,OAG,victim,NCG,ATK,DFN
56,[2:46:46 PM], <Elodie-Soutien-Harceleur>, faut assumer frr,bully_support,NAG,NULL,NULL,AIN,ATK
57,[2:46:46 PM], <Emilie-Harceleur>, mais c'est pas notre pote  deja,bully,OAG,victim,OTH,ATK,DFN
58,[2:46:56 PM], <Anna-Soutien-Harceleur>, lvdm assume saliope,bully_support,OAG,victim,NCG,ATK,DFN
59,[2:46:57 PM], <Julie-Victime>, c'est quoi le rapport entre être gouine et être une pute ?,victim,NAG,NULL,NULL,OTH,ATK
60,[2:46:57 PM], <Anna-Soutien-Harceleur>, salope,bully_support,OAG,victim,NCG,AIN,NULL
61,[2:47:05 PM], <Elodie-Soutien-Harceleur>, pute et gouine cla meme,bully_support,OAG,victim,DNG,ATK,OTH
62,[2:47:05 PM], <Julie-Victime>, ça te dérange si c'était le cas ?,victim,NAG,NULL,NULL,CNS,ATK
63,[2:47:08 PM], <Anna-Soutien-Harceleur>, ftg,bully_support,OAG,victim,OTH,ATK,DFN
64,[2:47:08 PM], <Elodie-Soutien-Harceleur>, oui les garcons avec les filles pas filleet fille c degeulasse,bully_support,OAG,victim,DNG,ATK,CNS
65,[2:47:24 PM], <Anna-Soutien-Harceleur>, grave vous me degouter,bully_support,OAG,victim,DNG,AIN,ATK
66,[2:47:37 PM], <Julie-Victime>, t'as un problème va te faire soigner sale homophobe,victim,OAG,bully_support,OTH,DFN,ATK
67,[2:47:42 PM], <Emilie-Harceleur>, exactement stv on te fait un cour crasseuse,bully,OAG,victim,NCG,AIN,ATK
68,[2:47:53 PM], <Anna-Soutien-Harceleur>, c toi ta un problème grosse pute,bully_support,OAG,victim,NCG,GSL,DFN
69,[2:47:53 PM], <Arthur-Conciliateur>, mais calmez-vous chaqu'un s'est préférence,conciliator,NAG,NULL,NULL,CR,NULL
70,[2:47:57 PM], <Elodie-Soutien-Harceleur>, ftg c toi la gouine tu parle avec nous sombre pute wallah t ki,bully_support,OAG,victim,OTH,ATK,DFN
71,[2:48:22 PM], <Emilie-Harceleur>, on va dire a un gadjo de la violer sa va lui remettre les idée en place,bully,OAG,victim,THR,AIN,NULL
72,[2:48:30 PM], <Elodie-Soutien-Harceleur>, graaave,bully_support,NAG,NULL,NULL,AIN,AIN
73,[2:48:33 PM], <Anna-Soutien-Harceleur>, mais grave wlh,bully_support,NAG,NULL,NULL,AIN,AIN
74,[2:48:46 PM], <Elodie-Soutien-Harceleur>, elles vont voir ce que c de ce faire peter le q,bully_support,OAG,victim,THR,AIN,NULL
75,[2:48:47 PM], <Anna-Soutien-Harceleur>, bande de pute va mais grave elle vont voir,bully_support,OAG,victim,THR,AIN,AIN
76,[2:49:04 PM], <Julie-Victime>, mais t'es une grande malade toi,victim,NAG,NULL,NULL,OTH,ATK
77,[2:49:06 PM], <Elodie-Soutien-Harceleur>, un zizi pas de chatte ,bully_support,OAG,victim,OTH,AIN,NULL
78,[2:49:11 PM], <Julie-Victime>, t'as des problèmes pour dire des choses pareil,victim,NAG,NULL,NULL,CNS,ATK
79,[2:49:14 PM], <Anna-Soutien-Harceleur>, :') :') :') :') :') :') ,bully_support,NAG,NULL,NULL,OTH,NULL
80,[2:49:17 PM], <Julie-Victime>, tu te rends compte de ce que tu dis là ??,victim,NAG,NULL,NULL,CNS,ATK
81,[2:49:25 PM], <Elodie-Soutien-Harceleur>, je rigole roh,bully_support,NAG,NULL,NULL,GSL,DFN
82,[2:49:26 PM], <Anna-Soutien-Harceleur>, ftg tu vas kiffer,bully_support,OAG,victim,OTH,ATK,CNS
83,[2:49:30 PM], <Elodie-Soutien-Harceleur>, un peu d'humour,bully_support,NAG,NULL,NULL,GSL,DFN
84,[2:49:35 PM], <Emilie-Harceleur>, ptdrrr grvvv et arthur ta channgé jte croyais pas comme sa quoi toiausssi tai pd,bully,OAG,conciliator,OTH,GSL,DFN
85,[2:49:41 PM], <Arthur-Conciliateur>," mais arrêter c'est exessif la vous aimeriez etre a sa place et qu'on vous dises la meme chose ?! Non,  parce que personne ne mérite ca ",conciliator,NAG,NULL,NULL,CR,NULL
86,[2:49:44 PM], <Elodie-Soutien-Harceleur>, ouais arthur xsh t sah,bully_support,NAG,NULL,NULL,AIN,GSL
87,[2:49:50 PM], <Anna-Soutien-Harceleur>, mais grave putain c chaud,bully_support,NAG,NULL,NULL,AIN,GSL
88,[2:49:53 PM], <Julie-Victime>," allo le viol c'est pas une blague grosse bouffonne,  va falloir avoir des valeurs un peu là un minimum",victim,OAG,bully,NCG,DFN,GSL
89,[2:49:54 PM], <Marie-Soutien-Victime>, laissé la tranquille elle a le droit d'aimer qui elle veut ,victim_support,NAG,NULL,NULL,CR,NULL
90,[2:49:59 PM], <Elodie-Soutien-Harceleur>, c une blague les gens qui retournent leur veste la tous des hypocrites la,bully_support,NAG,NULL,NULL,GSL,NULL
91,[2:50:13 PM], <Anna-Soutien-Harceleur>, mais grave que des traitres,bully_support,NAG,NULL,NULL,AIN,GSL
92,[2:50:28 PM], <Elodie-Soutien-Harceleur>, on est pas de fucking monde,bully_support,NAG,NULL,NULL,OTH,NULL
93,[2:50:33 PM], <Julie-Victime>," si vous ne disiez pas n'importe quoi aussi,  les gens seraient peut-êtr eun peu avec vous",victim,NAG,NULL,NULL,CNS,GSL
94,[2:50:36 PM], <Anna-Soutien-Harceleur>, ptddddrrrrrrr mais la blague,bully_support,CAG,victim,OTH,ATK,CNS
95,[2:50:44 PM], <Elodie-Soutien-Harceleur>, rien a foutre PAS DE GOUINE ICI,bully_support,OAG,victim,DNG,ATK,CNS
96,[2:50:52 PM], <Emilie-Harceleur>, bande de crasseux meme arthur on va te degager de la classe ,bully,OAG,victim/conciliator,THR,ATK,NULL
97,[2:50:55 PM], <Julie-Victime>," mais vous allez trop loin,  vous dites n'importes quoi alors vous méritez les deux connasses",victim,OAG,bully/bully_support,NCG,DFN,NULL
98,[2:51:02 PM], <Anna-Soutien-Harceleur>, on va pas de sa iciiiii merde,bully_support,OAG,victim,OTH,ATK,DFN
99,[2:51:03 PM], <Emilie-Harceleur>, STOP LESBIENNES !!!!,bully,OAG,victim,OTH,AIN,ATK
100,[2:51:10 PM], <Anna-Soutien-Harceleur>, DEHORSSSSS,bully_support,OAG,victim,OTH,AIN,ATK
101,[2:51:21 PM], <Emilie-Harceleur>, tchaoooooo,bully,NAG,NULL,NULL,OTH,NULL
102,[2:51:21 PM], <Julie-Victime>, allez-y dégagez nous vous allez faire quoi ?,victim,NAG,NULL,NULL,DFN,ATK
103,[2:51:23 PM], <Elodie-Soutien-Harceleur>, stop reviens bb,bully_support,NAG,NULL,NULL,OTH,NULL
104,[2:51:30 PM], <Julie-Victime>, c'est les homophobes qu'on dégage pas nous,victim,NAG,NULL,NULL,DFN,NULL
